contestacao_id,pedido_id,data_pedido,cliente_id,loja_id,itens_pedido,valor_pedido,motivo,relato_cliente,foto_anexada,idade_conta_dias,contestacoes_60d,itens_contestados,evidencia_incompativel,cluster_conta,status_resposta_loja,rota_decisao,decisao_final,valor_reembolso,exposicao_confirmada
CON03967,PED053206,24/06/2025,CLI09895,LOJ0432,2,246.10,nao_entregue,O pedido não chegou no endereço informado.,1,188,0,1,0,,respondida,autoaprovada,aprovada,"213,04",0
CON03968,PED051568,2025-06-02,CLI08150,LOJ0022,4,73.03,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,392,4,3,0,,respondida,autoaprovada,aprovada,66.13,1
CON03969,PED059349,2025-06-17,CLI17622,LOJ0274,5,99.04,produto_avariado,O produto chegou danificado dentro da sacola.,1,1695,0,1,0,,respondida,autoaprovada,aprovada,"R$ 53,94",0
CON03970,PED056522,2025-06-11,CLI06786,LOJ0252,7,"65,59",item_faltante,Não recebi todos os itens que estavam na nota.,1,2199,0,5,0,GRP024,sem resposta,revisao_manual,negada,0.00,0
CON03971,PED059444,2025-06-26,CLI00718,LOJ0371,5,144.23,produto_avariado,O produto chegou danificado dentro da sacola.,1,2238,2,3,0,,respondida,autoaprovada,aprovada,133.93,0
CON03972,PED052008,2025-06-15,CLI11695,LOJ0210,3,"R$ 75,26",qualidade,A qualidade não correspondeu ao que foi anunciado.,1,2055,1,2,0,,respondida,autoaprovada,aprovada,66.48,0
CON03973,PED059540,20/06/2025,CLI09213,LOJ0239,4,65.20,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,2013,0,3,0,,respondida,autoaprovada,aprovada,29.93,0
CON03974,PED051450,2025-06-22,CLI17921,LOJ0277,2,160.37,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1829,0,1,0,,respondida,autoaprovada,aprovada,"125,71",0
CON03975,PED053625,2025-06-30,CLI01136,LOJ0038,2,89.25,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,1582,1,2,1,,respondida,autoaprovada,aprovada,65.49,1
CON03976,PED050697,2025-06-14,CLI03374,LOJ0159,4,98.15,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,482,1,1,0,,SEM RESPOSTA,revisao_manual,aprovada,85.18,0
CON03977,PED052718,2025-06-27,CLI14471,LOJ0153,7,"56,98",qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,1321,1,1,0,,sem_resposta,negada_ou_retirada,retirada,0.00,0
CON03978,PED057973,2025-06-16,CLI06881,LOJ0129,4,120.18,qualidade,O produto estava com aparência ruim quando chegou.,0,2152,1,1,0,,sem resposta,autoaprovada,aprovada,111.05,0
CON03979,PED058430,09/06/2025,CLI13426,LOJ0264,3,61.72,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,2069,2,1,0,,sem_resposta,negada_ou_retirada,negada,0.00,0
CON03980,PED050319,2025-06-24,CLI12354,LOJ0082,5,132.62,ITEM FALTANTE,Não recebi todos os itens que estavam na nota.,0,57,1,1,0,,respondida,negada_ou_retirada,retirada,"R$ 0,00",0
CON03981,PED054276,2025-06-20,CLI11460,LOJ0317,6,81.40,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,908,2,1,1,,respondida,autoaprovada,aprovada,"45,28",0
CON03982,PED050973,2025-06-27,CLI04334,LOJ0328,7,215.03,produto_avariado,O item vazou durante a entrega e não dava para consumir.,1,1543,2,3,0,,respondida,autoaprovada,aprovada,190.63,0
CON03983,PED053362,2025-06-25,CLI14982,LOJ0051,5,"R$ 111,62",pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,600,1,5,0,,respondida,autoaprovada,aprovada,93.34,1
CON03984,PED052922,2025-06-26,CLI07187,LOJ0320,6,"117,60",item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,1078,1,1,0,,respondida,autoaprovada,aprovada,94.37,0
CON03985,PED058864,02/06/2025,CLI09134,LOJ0255,5,167.65,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,2049,0,3,0,,SEM RESPOSTA,autoaprovada,aprovada,156.60,0
CON03986,PED052209,2025-06-25,CLI17614,LOJ0025,7,190.60,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",1,234,1,6,0,,sem resposta,autoaprovada,aprovada,166.59,1
CON03987,PED052665,2025-06-29,CLI13346,LOJ0158,7,151.93,qualidade,O produto estava com aparência ruim quando chegou.,0,2035,1,3,0,,respondida,revisao_manual,aprovada,116.56,0
CON03988,PED057989,2025-06-12,CLI11246,LOJ0368,6,88.40,qualidade,O produto estava com aparência ruim quando chegou.,1,1143,0,3,0,,SEM RESPOSTA,negada_ou_retirada,negada,"0,00",0
CON03989,PED056062,2025-06-27,CLI06868,LOJ0220,7,148.41,nao_entregue,O pedido não chegou no endereço informado.,0,1963,0,5,0,,sem_resposta,autoaprovada,aprovada,113.14,0
CON03990,PED058683,2025-06-12,CLI13717,LOJ0312,7,40.19,item_faltante,Não recebi todos os itens que estavam na nota.,1,2302,1,7,0,,sem resposta,revisao_manual,negada,0.00,0
CON03991,PED050530,06/06/2025,CLI12032,LOJ0439,6,"34,34",item_faltante,Não recebi todos os itens que estavam na nota.,1,664,1,5,0,,sem_resposta,revisao_manual,negada,"R$ 0,00",0
CON03992,PED058070,2025-06-22,CLI04947,LOJ0389,3,101.05,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,469,0,2,0,,SEM RESPOSTA,autoaprovada,aprovada,76.75,0
CON03993,PED056487,2025-06-30,CLI17162,LOJ0228,7,67.86,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,1734,0,4,0,,sem resposta,negada_ou_retirada,retirada,0.00,0
CON03994,PED051277,2025-06-04,CLI07831,LOJ0410,7,"R$ 87,84",qualidade,O produto estava com aparência ruim quando chegou.,1,2299,0,4,0,,SEM RESPOSTA,autoaprovada,aprovada,48.76,1
CON03995,PED054804,2025-06-20,CLI11601,LOJ0244,2,112.41,qualidade,O produto estava com aparência ruim quando chegou.,0,81,0,1,0,,sem_resposta,revisao_manual,aprovada,"84,49",1
CON03996,PED057911,2025-06-01,CLI07887,LOJ0438,4,161.51,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,1751,0,1,0,,sem resposta,revisao_manual,aprovada,137.57,1
CON03997,PED056524,29/06/2025,CLI03993,LOJ0260,3,110.91,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,1494,2,1,0,,sem_resposta,autoaprovada,aprovada,77.47,0
CON03998,PED057628,2025-06-20,CLI17434,LOJ0164,4,"122,50",pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1809,3,3,0,,SEM RESPOSTA,autoaprovada,aprovada,86.21,0
CON03999,PED057556,2025-06-20,CLI03679,LOJ0261,6,116.05,item_faltante,Não recebi todos os itens que estavam na nota.,1,995,4,3,0,GRP024,sem resposta,revisao_manual,aprovada,86.47,0
CON04000,PED059421,2025-06-03,CLI04288,LOJ0347,2,195.22,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",1,2017,1,2,0,,respondida,autoaprovada,aprovada,184.62,1
CON04001,PED051686,2025-06-30,CLI14934,LOJ0048,5,63.82,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,1142,0,5,1,,respondida,autoaprovada,aprovada,41.86,1
CON04002,PED051776,2025-06-15,CLI12705,LOJ0369,7,72.89,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",0,2167,0,7,0,GRP004,respondida,negada_ou_retirada,negada,"R$ 0,00",0
CON04003,PED056221,14/06/2025,CLI08402,LOJ0184,7,97.85,NAO ENTREGUE,"O aplicativo marcou como entregue, mas não recebi o pedido.",1,587,0,1,0,,respondida,revisao_manual,aprovada,87.44,0
CON04004,PED058818,2025-06-30,CLI03047,LOJ0087,2,148.11,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",1,1911,2,1,0,,respondida,autoaprovada,aprovada,127.98,0
CON04005,PED057624,2025-06-12,CLI00408,LOJ0407,4,"R$ 109,93",item_faltante,Faltou um item do pedido e a loja não respondeu.,1,187,1,2,0,,SEM RESPOSTA,revisao_manual,aprovada,102.06,1
CON04006,PED059466,2025-06-23,CLI17129,LOJ0156,3,115.38,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1332,2,2,0,,sem_resposta,autoaprovada,aprovada,98.33,0
CON04007,PED051953,2025-06-07,CLI10034,LOJ0424,6,156.32,produto_avariado,O item vazou durante a entrega e não dava para consumir.,1,269,1,6,0,,respondida,autoaprovada,aprovada,120.89,0
CON04008,PED058028,2025-06-17,CLI15750,LOJ0267,4,160.27,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,868,0,3,0,,sem resposta,autoaprovada,aprovada,146.58,0
CON04009,PED057300,15/06/2025,CLI13377,LOJ0255,2,85.82,produto_avariado,O item vazou durante a entrega e não dava para consumir.,1,2056,0,1,0,,sem_resposta,autoaprovada,aprovada,"63,76",0
CON04010,PED055339,2025-06-26,CLI14073,LOJ0389,3,119.64,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,542,2,1,0,,respondida,autoaprovada,aprovada,100.96,0
CON04011,PED051517,2025-06-11,CLI15481,LOJ0340,2,162.15,qualidade,,0,393,1,1,0,,SEM RESPOSTA,revisao_manual,aprovada,128.18,1
CON04012,PED057725,2025-06-13,CLI02893,LOJ0353,2,"133,74",produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,531,0,1,0,,sem resposta,autoaprovada,aprovada,119.28,0
CON04013,PED050458,2025-06-09,CLI11314,LOJ0112,3,78.89,qualidade,A qualidade não correspondeu ao que foi anunciado.,1,2080,1,1,0,,SEM RESPOSTA,revisao_manual,aprovada,"R$ 72,17",1
CON04014,PED057880,2025-06-08,CLI08141,LOJ0331,5,104.85,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,2031,2,3,0,,respondida,autoaprovada,aprovada,89.06,0
CON04015,PED052625,06/06/2025,CLI08586,LOJ0045,6,78.28,qualidade,O produto estava com aparência ruim quando chegou.,1,679,1,2,0,GRP008,sem_resposta,autoaprovada,aprovada,42.58,0
CON04016,PED055479,2025-06-27,CLI08901,LOJ0425,3,"R$ 130,37",qualidade,A comida chegou fria e com qualidade abaixo do esperado.,1,1282,0,2,0,,sem resposta,autoaprovada,aprovada,"120,27",0
CON04017,PED054887,2025-06-23,CLI14148,LOJ0360,2,99.50,nao_entregue,O pedido não chegou no endereço informado.,1,1424,0,1,0,,respondida,autoaprovada,aprovada,94.69,0
CON04018,PED051191,2025-06-14,CLI09513,LOJ0217,2,76.60,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1086,2,1,0,,respondida,revisao_manual,negada,0.00,0
CON04019,PED053924,2025-06-21,CLI17972,LOJ0308,2,"68,85",nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",1,736,1,1,0,,respondida,autoaprovada,aprovada,53.17,0
CON04020,PED054096,2025-06-15,CLI06880,LOJ0026,3,110.79,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,1252,0,3,1,,sem_resposta,autoaprovada,aprovada,85.80,1
CON04021,PED051309,04/06/2025,CLI03359,LOJ0317,2,149.02,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,2192,0,1,0,,SEM RESPOSTA,autoaprovada,aprovada,114.18,0
CON04022,PED053630,2025-06-06,CLI10435,LOJ0139,4,130.16,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1945,2,1,0,,respondida,autoaprovada,aprovada,83.36,0
CON04023,PED054034,2025-06-06,CLI06824,LOJ0255,3,83.41,nao_entregue,O pedido não chegou no endereço informado.,1,1145,0,2,0,,respondida,autoaprovada,aprovada,"71,00",0
CON04024,PED054341,2025-06-23,CLI15150,LOJ0268,2,100.62,item_faltante,Não recebi todos os itens que estavam na nota.,0,987,1,2,0,,sem resposta,autoaprovada,aprovada,"R$ 53,14",0
CON04025,PED051784,2025-06-12,CLI15900,LOJ0015,4,124.94,item_faltante,Não recebi todos os itens que estavam na nota.,1,1560,1,4,0,,SEM RESPOSTA,autoaprovada,aprovada,107.60,0
CON04026,PED059443,2025-06-23,CLI00549,LOJ0354,7,"84,08",PRODUTO AVARIADO,O item vazou durante a entrega e não dava para consumir.,0,2220,0,5,0,,respondida,autoaprovada,aprovada,79.47,0
CON04027,PED054077,25/06/2025,CLI09717,LOJ0080,4,"R$ 155,36",item_faltante,Faltou um item do pedido e a loja não respondeu.,1,1095,2,3,0,,respondida,autoaprovada,aprovada,143.01,0
CON04028,PED050385,2025-06-22,CLI10655,LOJ0379,2,132.35,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,849,0,1,0,,sem_resposta,autoaprovada,aprovada,115.42,0
CON04029,PED055870,2025-06-23,CLI08961,LOJ0422,2,64.32,produto_avariado,O produto chegou danificado dentro da sacola.,1,1175,0,1,1,,respondida,revisao_manual,aprovada,32.35,1
CON04030,PED051662,2025-06-16,CLI00810,LOJ0227,2,37.70,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,1,1090,0,1,0,,sem resposta,negada_ou_retirada,negada,"0,00",0
CON04031,PED058671,2025-06-04,CLI14832,LOJ0331,5,196.91,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,1643,1,4,0,,respondida,autoaprovada,aprovada,159.24,1
CON04032,PED059711,2025-06-18,CLI14880,LOJ0413,7,50.24,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,827,1,5,0,,respondida,revisao_manual,aprovada,26.78,0
CON04033,PED053752,13/06/2025,CLI15802,LOJ0410,3,"165,88",item_faltante,Não recebi todos os itens que estavam na nota.,1,1620,3,3,0,,respondida,revisao_manual,aprovada,134.83,1
CON04034,PED050244,2025-06-09,CLI06802,LOJ0180,6,95.10,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,393,0,3,0,,respondida,revisao_manual,aprovada,73.25,0
CON04035,PED052783,2025-06-06,CLI05479,LOJ0181,3,81.17,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1216,1,1,0,,respondida,autoaprovada,aprovada,"R$ 69,49",0
CON04036,PED050948,2025-06-19,CLI03826,LOJ0314,3,118.73,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,1523,1,3,0,,respondida,negada_ou_retirada,retirada,0.00,0
CON04037,PED051292,2025-06-08,CLI12870,LOJ0424,5,66.04,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,324,2,5,0,,respondida,autoaprovada,aprovada,"44,16",0
CON04038,PED055158,2025-06-02,CLI05536,LOJ0073,6,"R$ 79,41",nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",0,1843,0,5,0,,sem_resposta,autoaprovada,aprovada,66.42,0
CON04039,PED052274,20/06/2025,CLI04277,LOJ0132,6,128.55,qualidade,O produto estava com aparência ruim quando chegou.,1,613,2,5,0,,respondida,autoaprovada,aprovada,46.54,0
CON04040,PED055506,2025-06-14,CLI16812,LOJ0163,6,"145,64",produto_avariado,O item vazou durante a entrega e não dava para consumir.,0,1296,1,4,1,,SEM RESPOSTA,autoaprovada,aprovada,107.98,1
CON04041,PED059191,2025-06-23,CLI05345,LOJ0196,2,118.26,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,411,0,1,0,,respondida,autoaprovada,aprovada,95.96,0
CON04042,PED050567,2025-06-02,CLI08515,LOJ0219,4,205.23,qualidade,O produto estava com aparência ruim quando chegou.,1,1069,0,1,0,GRP005,sem resposta,autoaprovada,aprovada,192.63,1
CON04043,PED056085,2025-06-01,CLI05584,LOJ0370,5,115.84,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,1041,0,1,0,,SEM RESPOSTA,autoaprovada,aprovada,108.75,0
CON04044,PED059525,2025-06-25,CLI17818,LOJ0206,3,133.94,item_faltante,Não recebi todos os itens que estavam na nota.,1,2173,2,1,0,,sem_resposta,autoaprovada,aprovada,"112,89",0
CON04045,PED056748,24/06/2025,CLI08810,LOJ0002,4,107.89,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1446,2,2,0,,sem resposta,revisao_manual,aprovada,64.98,0
CON04046,PED054580,2025-06-05,CLI17556,LOJ0441,4,56.50,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,689,0,1,0,,sem_resposta,revisao_manual,negada,"R$ 0,00",0
CON04047,PED053562,2025-06-17,CLI10236,LOJ0191,6,"85,24",item_faltante,Faltou um item do pedido e a loja não respondeu.,1,99,0,4,1,,respondida,autoaprovada,aprovada,76.94,0
CON04048,PED054875,2025-06-12,CLI17388,LOJ0359,4,110.82,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,528,0,1,0,,SEM RESPOSTA,revisao_manual,aprovada,79.47,1
CON04049,PED050620,2025-06-04,CLI01348,LOJ0313,4,"R$ 153,33",ITEM FALTANTE,Não recebi todos os itens que estavam na nota.,1,823,0,1,0,,respondida,autoaprovada,aprovada,133.93,0
CON04050,PED052756,2025-06-10,CLI12997,LOJ0242,4,102.30,qualidade,O produto estava com aparência ruim quando chegou.,0,1891,1,3,1,GRP099,respondida,autoaprovada,aprovada,49.46,1
CON04051,PED054323,02/06/2025,CLI16159,LOJ0175,3,85.42,produto_avariado,O produto chegou danificado dentro da sacola.,1,2282,0,2,0,,sem resposta,autoaprovada,aprovada,"52,47",0
CON04052,PED056775,2025-06-23,CLI08200,LOJ0397,2,76.01,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",0,2129,0,1,0,,SEM RESPOSTA,autoaprovada,aprovada,59.46,1
CON04053,PED053614,2025-06-14,CLI15400,LOJ0372,5,92.97,item_faltante,Não recebi todos os itens que estavam na nota.,1,2028,1,4,0,GRP114,sem_resposta,autoaprovada,aprovada,69.44,0
CON04054,PED053857,2025-06-01,CLI03244,LOJ0061,2,"92,53",pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,68,0,1,0,,respondida,revisao_manual,negada,0.00,0
CON04055,PED052013,2025-06-10,CLI00290,LOJ0017,4,118.67,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,1,160,2,1,1,,sem resposta,autoaprovada,aprovada,84.34,1
CON04056,PED055793,2025-06-18,CLI07586,LOJ0216,2,98.83,item_faltante,Não recebi todos os itens que estavam na nota.,1,638,0,1,0,,respondida,revisao_manual,aprovada,79.09,0
CON04057,PED058895,24/06/2025,CLI01877,LOJ0050,3,114.29,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1390,2,1,0,GRP019,sem_resposta,autoaprovada,aprovada,"R$ 105,19",1
CON04058,PED053991,2025-06-15,CLI07223,LOJ0205,4,132.92,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,1722,2,1,0,,respondida,autoaprovada,aprovada,"101,40",0
CON04059,PED058333,2025-06-27,CLI00181,LOJ0289,6,118.48,item_faltante,Não recebi todos os itens que estavam na nota.,1,1925,2,5,0,,SEM RESPOSTA,autoaprovada,aprovada,59.84,1
CON04060,PED057276,2025-06-27,CLI16225,LOJ0239,5,"R$ 127,27",item_faltante,Faltou um item do pedido e a loja não respondeu.,0,1510,1,1,0,,respondida,revisao_manual,aprovada,103.53,0
CON04061,PED051362,2025-06-24,CLI11295,LOJ0315,7,"133,94",produto_avariado,O item vazou durante a entrega e não dava para consumir.,1,659,1,1,1,,respondida,autoaprovada,aprovada,100.50,0
CON04062,PED059789,2025-06-23,CLI17866,LOJ0321,3,75.87,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,1139,4,3,0,,respondida,autoaprovada,aprovada,51.66,1
CON04063,PED053439,24/06/2025,CLI11936,LOJ0316,3,89.27,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",0,37,1,1,0,,respondida,autoaprovada,aprovada,45.45,0
CON04064,PED051219,2025-06-22,CLI07640,LOJ0100,2,112.54,produto_avariado,O item vazou durante a entrega e não dava para consumir.,1,697,0,1,0,,sem resposta,autoaprovada,aprovada,82.48,1
CON04065,PED059516,2025-06-07,CLI07056,LOJ0366,5,96.34,qualidade,A qualidade não correspondeu ao que foi anunciado.,1,331,5,2,0,,SEM RESPOSTA,autoaprovada,aprovada,"78,28",0
CON04066,PED052860,2025-06-08,CLI11361,LOJ0155,2,169.98,produto_avariado,O produto chegou danificado dentro da sacola.,0,176,1,1,0,,sem_resposta,autoaprovada,aprovada,132.18,0
CON04067,PED052582,2025-06-12,CLI15477,LOJ0450,2,154.82,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,1,1249,0,1,0,,respondida,autoaprovada,aprovada,38.56,0
CON04068,PED055270,2025-06-20,CLI17032,LOJ0088,2,"78,02",nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",1,1665,1,1,0,,respondida,revisao_manual,negada,"R$ 0,00",0
CON04069,PED054970,18/06/2025,CLI13945,LOJ0079,4,195.33,qualidade,A qualidade não correspondeu ao que foi anunciado.,1,645,0,3,0,,respondida,autoaprovada,aprovada,176.49,0
CON04070,PED050574,2025-06-29,CLI06017,LOJ0052,4,74.60,produto_avariado,O produto chegou danificado dentro da sacola.,1,74,0,3,0,,respondida,autoaprovada,aprovada,53.43,0
CON04071,PED056507,2025-06-24,CLI04519,LOJ0196,2,"R$ 112,02",item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,2089,0,1,0,,sem resposta,autoaprovada,aprovada,102.02,0
CON04072,PED056575,2025-06-03,CLI06019,LOJ0011,2,106.32,QUALIDADE,O produto estava com aparência ruim quando chegou.,1,1448,1,1,0,GRP032,sem_resposta,revisao_manual,negada,"0,00",0
CON04073,PED057802,2025-06-12,CLI12600,LOJ0243,3,104.83,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,1660,0,2,0,,respondida,autoaprovada,aprovada,93.62,0
CON04074,PED057571,2025-06-15,CLI00229,LOJ0284,4,142.93,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,1,1675,1,1,0,,SEM RESPOSTA,autoaprovada,aprovada,113.83,0
CON04075,PED056850,26/06/2025,CLI01481,LOJ0048,2,"162,58",item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,1555,1,1,0,,respondida,autoaprovada,aprovada,62.54,0
CON04076,PED049871,2025-06-20,CLI14273,LOJ0064,4,133.02,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1487,0,3,0,,respondida,autoaprovada,aprovada,108.67,0
CON04077,PED056266,2025-06-30,CLI15158,LOJ0052,7,98.42,qualidade,A qualidade não correspondeu ao que foi anunciado.,1,1770,1,3,0,,respondida,revisao_manual,negada,0.00,0
CON04078,PED053349,2025-06-27,CLI07722,LOJ0074,5,161.24,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1634,2,1,0,,sem resposta,autoaprovada,aprovada,124.77,0
CON04079,PED052694,2025-06-26,CLI01496,LOJ0040,5,82.86,qualidade,O produto estava com aparência ruim quando chegou.,0,2295,2,1,0,,respondida,revisao_manual,aprovada,"R$ 56,98",1
CON04080,PED051429,2025-06-15,CLI05387,LOJ0126,2,96.50,item_faltante,Não recebi todos os itens que estavam na nota.,1,1699,0,2,0,,SEM RESPOSTA,autoaprovada,aprovada,67.95,1
CON04081,PED055672,26/06/2025,CLI11531,LOJ0419,4,190.91,qualidade,A qualidade não correspondeu ao que foi anunciado.,0,918,0,4,0,GRP120,respondida,autoaprovada,aprovada,154.64,1
CON04082,PED057978,2025-06-04,CLI17665,LOJ0067,7,"R$ 149,37",pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,837,0,2,0,,sem_resposta,autoaprovada,aprovada,145.08,0
CON04083,PED058060,2025-06-10,CLI08953,LOJ0277,5,105.13,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1196,1,2,0,,sem resposta,autoaprovada,aprovada,72.60,0
CON04084,PED056252,2025-06-11,CLI05104,LOJ0235,5,64.56,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,2038,0,2,0,,respondida,revisao_manual,negada,0.00,0
CON04085,PED052045,2025-06-25,CLI08697,LOJ0022,2,54.50,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,2082,1,1,0,,sem_resposta,negada_ou_retirada,retirada,0.00,0
CON04086,PED058113,2025-06-19,CLI03046,LOJ0079,4,110.35,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,24,6,2,0,,SEM RESPOSTA,negada_ou_retirada,negada,"0,00",0
CON04087,PED059524,25/06/2025,CLI08657,LOJ0125,4,174.98,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,256,0,2,0,,sem resposta,autoaprovada,aprovada,137.58,0
CON04088,PED058462,2025-06-26,CLI12145,LOJ0106,2,196.12,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,578,1,1,0,,SEM RESPOSTA,revisao_manual,aprovada,158.89,0
CON04089,PED050332,2025-06-02,CLI13729,LOJ0138,6,"79,91",pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,2150,1,4,0,,sem_resposta,autoaprovada,aprovada,65.19,0
CON04090,PED051821,2025-06-26,CLI00085,LOJ0343,6,203.32,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,345,1,5,0,,sem resposta,autoaprovada,aprovada,"R$ 173,96",0
CON04091,PED059608,2025-06-13,CLI09490,LOJ0233,7,123.86,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,2016,2,3,0,,respondida,autoaprovada,aprovada,57.42,0
CON04092,PED055931,2025-06-13,CLI16926,LOJ0105,4,106.66,nao_entregue,O pedido não chegou no endereço informado.,1,1768,2,4,0,,respondida,autoaprovada,aprovada,83.53,0
CON04093,PED052496,24/06/2025,CLI00465,LOJ0421,5,"R$ 117,93",nao_entregue,O pedido não chegou no endereço informado.,0,832,0,1,0,,respondida,autoaprovada,aprovada,"101,97",1
CON04094,PED050301,2025-06-04,CLI14447,LOJ0148,5,165.61,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,2029,0,1,0,,respondida,autoaprovada,aprovada,146.38,0
CON04095,PED053364,2025-06-16,CLI03259,LOJ0345,7,105.43,ITEM FALTANTE,Faltou um item do pedido e a loja não respondeu.,0,2122,2,7,0,,sem_resposta,autoaprovada,aprovada,86.74,0
CON04096,PED054436,2025-06-12,CLI02117,LOJ0103,2,"77,23",item_faltante,Não recebi todos os itens que estavam na nota.,0,250,0,2,0,,respondida,revisao_manual,aprovada,58.04,0
CON04097,PED055743,2025-06-18,CLI00631,LOJ0309,7,80.28,qualidade,O produto estava com aparência ruim quando chegou.,1,656,2,6,1,,respondida,revisao_manual,aprovada,66.92,1
CON04098,PED050996,2025-06-14,CLI09867,LOJ0215,5,128.03,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,482,0,2,0,,SEM RESPOSTA,autoaprovada,aprovada,73.53,0
CON04099,PED053736,13/06/2025,CLI17860,LOJ0019,6,83.52,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",1,620,0,5,0,,respondida,autoaprovada,aprovada,49.94,0
CON04100,PED056858,2025-06-03,CLI16002,LOJ0320,4,197.40,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,1,1091,0,2,0,,respondida,autoaprovada,aprovada,"172,15",0
CON04101,PED057716,2025-06-27,CLI02432,LOJ0217,4,74.52,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,2147,0,2,0,,sem resposta,autoaprovada,aprovada,"R$ 66,18",0
CON04102,PED056028,2025-06-21,CLI00129,LOJ0312,2,89.45,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,178,1,2,0,,SEM RESPOSTA,autoaprovada,aprovada,53.45,1
CON04103,PED055189,2025-06-14,CLI01454,LOJ0271,3,"169,12",produto_avariado,O item vazou durante a entrega e não dava para consumir.,1,1567,1,1,0,,sem_resposta,autoaprovada,aprovada,104.68,0
