pedido_id,data_pedido,cliente_id,loja_id,cidade,categoria_loja,itens_pedido,valor_pedido,status_pedido
PED053204,2025-06-10,CLI07432,LOJ0204,São Paulo,Restaurante,2,105.24,concluido
PED053205,2025-06-11,CLI17108,LOJ0003,São Paulo,Restaurante,7,58.72,concluido
PED053206,2025-06-24,CLI09895,LOJ0432,São Paulo,Farmácia,2,246.10,concluido
PED053207,2025-06-12,CLI03956,LOJ0306,Santos,Restaurante,4,62.85,concluido
PED053208,2025-06-10,CLI01305,LOJ0211,São Paulo,Restaurante,5,"R$ 88,13",concluido
PED053209,23/06/2025,CLI16273,LOJ0002,Sorocaba,Restaurante,6,97.31,concluido
PED053210,2025-06-28,CLI06945,LOJ0259,Sorocaba,Restaurante,7,51.96,concluido
PED053211,2025-06-16,CLI13695,LOJ0227,Santos,Restaurante,5,145.78,concluido
PED053212,2025-06-17,CLI10350,LOJ0359,Campinas,Restaurante,1,50.33,concluido
PED053213,2025-06-18,CLI06026,LOJ0298,São Paulo,Restaurante,5,59.81,concluido
PED053214,2025-06-15,CLI10876,LOJ0122,Santos,Restaurante,3,59.87,concluido
PED053215,30/06/2025,CLI09813,LOJ0302,São Paulo,Mercado,5,"62,02",concluido
PED053216,2025-06-11,CLI13425,LOJ0108,São Paulo,Restaurante,3,92.08,concluido
PED053217,2025-06-03,CLI12134,LOJ0448,Campinas,Farmácia,2,38.19,concluido
PED053218,2025-06-13,CLI15012,LOJ0227,Santos,Mercado,1,43.54,concluido
PED053219,2025-06-08,CLI08252,LOJ0089,Sorocaba,Restaurante,4,"R$ 45,49",concluido
PED053220,2025-06-18,CLI14349,LOJ0222,SANTOS,Restaurante,5,123.05,concluido
PED053221,05/06/2025,CLI11733,LOJ0341,São Paulo,Mercado,5,70.02,concluido
PED053222,2025-06-30,CLI03706,LOJ0430,Campinas,Restaurante,3,"86,09",concluido
PED053223,2025-06-16,CLI17153,LOJ0222,São Paulo,Restaurante,6,47.58,concluido
PED053224,2025-06-19,CLI15455,LOJ0001,Sorocaba,Pet shop,2,117.51,concluido
PED053225,2025-06-14,CLI16815,LOJ0418,Campinas,Farmácia,2,23.53,concluido
PED053226,2025-06-20,CLI05094,LOJ0445,Campinas,Restaurante,4,80.83,concluido
PED053227,20/06/2025,CLI01005,LOJ0186,São Paulo,Restaurante,5,76.44,concluido
PED053228,2025-06-08,CLI07276,LOJ0106,Campinas,Restaurante,7,29.48,concluido
PED053229,2025-06-05,CLI02536,LOJ0079,São Paulo,Restaurante,2,"33,41",concluido
PED053230,2025-06-27,CLI07519,LOJ0233,São Paulo,Restaurante,3,"R$ 36,95",concluido
PED053231,2025-06-22,CLI09361,LOJ0425,São Paulo,Restaurante,2,121.20,concluido
PED053232,2025-06-06,CLI03391,LOJ0445,Sorocaba,Mercado,6,30.70,concluido
PED053233,04/06/2025,CLI16260,LOJ0334,São Paulo,Mercado,1,135.50,concluido
PED053234,2025-06-19,CLI15487,LOJ0273,Campinas,Restaurante,1,60.06,concluido
PED053235,2025-06-09,CLI06967,LOJ0351,Campinas,Restaurante,4,85.50,concluido
PED053236,2025-06-17,CLI00126,LOJ0304,Sorocaba,Restaurante,5,"143,41",concluido
PED053237,2025-06-06,CLI13802,LOJ0442,Campinas,Restaurante,1,153.30,concluido
PED053238,2025-06-06,CLI05224,LOJ0045,Campinas,Restaurante,2,105.70,concluido
PED053239,08/06/2025,CLI11860,LOJ0100,SANTOS,Restaurante,5,38.95,concluido
PED053240,2025-06-16,CLI08977,LOJ0079,Campinas,Restaurante,4,64.49,concluido
PED053241,2025-06-22,CLI12360,LOJ0244,Santos,Restaurante,2,"R$ 93,76",concluido
PED053242,2025-06-12,CLI10868,LOJ0449,Sorocaba,Farmácia,5,129.64,concluido
PED053243,2025-06-04,CLI06724,LOJ0403,São Paulo,Restaurante,5,"121,20",concluido
PED053244,2025-06-09,CLI07259,LOJ0294,Santos,Mercado,5,103.27,concluido
PED053245,18/06/2025,CLI06455,LOJ0202,Campinas,Restaurante,2,123.28,concluido
PED053246,2025-06-02,CLI15017,LOJ0024,São Paulo,Restaurante,6,36.38,concluido
PED053247,2025-06-14,CLI00082,LOJ0147,Sorocaba,Mercado,3,81.29,concluido
PED053248,2025-06-11,CLI01733,LOJ0032,Campinas,Restaurante,3,83.38,concluido
PED053249,2025-06-12,CLI09675,LOJ0336,Santos,Restaurante,7,57.33,concluido
PED053250,2025-06-15,CLI07380,LOJ0251,São Paulo,Farmácia,3,"98,01",concluido
PED053251,22/06/2025,CLI08412,LOJ0055,Sorocaba,Restaurante,3,91.64,concluido
PED053252,2025-06-20,CLI13549,LOJ0262,São Paulo,Restaurante,1,"R$ 49,20",concluido
PED053253,2025-06-03,CLI11466,LOJ0194,Santos,Mercado,3,67.00,concluido
PED053254,2025-06-29,CLI00778,LOJ0405,Sorocaba,Restaurante,4,106.15,concluido
PED053255,2025-06-01,CLI07869,LOJ0043,São Paulo,Restaurante,3,104.03,concluido
PED053256,2025-06-10,CLI16006,LOJ0139,São Paulo,Restaurante,2,87.34,concluido
PED053257,27/06/2025,CLI04189,LOJ0316,Sorocaba,Pet shop,2,"45,61",concluido
PED053258,2025-06-24,CLI15611,LOJ0357,SÃO PAULO,Restaurante,4,99.48,concluido
PED053259,2025-06-23,CLI05684,LOJ0198,São Paulo,Restaurante,6,141.71,concluido
PED053260,2025-06-16,CLI15789,LOJ0248,Sorocaba,Mercado,1,47.63,concluido
PED053261,2025-06-11,CLI16483,LOJ0387,São Paulo,Restaurante,4,51.11,concluido
PED053262,2025-06-18,CLI01413,LOJ0332,Campinas,Restaurante,3,35.20,concluido
PED053263,10/06/2025,CLI07690,LOJ0048,Sorocaba,Restaurante,2,"R$ 105,27",concluido
PED053264,2025-06-02,CLI10012,LOJ0411,Santos,Restaurante,7,"103,46",concluido
PED053265,2025-06-29,CLI07361,LOJ0400,Sorocaba,Restaurante,4,70.01,concluido
PED053266,2025-06-10,CLI00109,LOJ0436,São Paulo,Restaurante,5,102.60,concluido
PED053267,2025-06-19,CLI00950,LOJ0265,Campinas,Pet shop,7,61.80,concluido
PED053268,2025-06-16,CLI05386,LOJ0428,Santos,Mercado,3,76.00,concluido
PED053269,11/06/2025,CLI05113,LOJ0142,Campinas,Farmácia,2,89.62,concluido
PED053270,2025-06-08,CLI04076,LOJ0177,São Paulo,Pet shop,7,77.28,concluido
PED053271,2025-06-22,CLI13280,LOJ0172,Campinas,Farmácia,2,"76,36",concluido
PED053272,2025-06-17,CLI13853,LOJ0258,Santos,Restaurante,1,63.59,concluido
PED053273,2025-06-27,CLI04168,LOJ0426,São Paulo,Restaurante,5,115.98,concluido
PED053274,2025-06-20,CLI08270,LOJ0433,Campinas,Restaurante,3,"R$ 74,12",concluido
PED053275,25/06/2025,CLI09207,LOJ0450,Sorocaba,Restaurante,4,57.81,concluido
PED053276,2025-06-13,CLI15408,LOJ0333,São Paulo,Mercado,1,48.84,concluido
PED053277,2025-06-29,CLI01270,LOJ0202,CAMPINAS,Restaurante,2,64.40,concluido
PED053278,2025-06-04,CLI07804,LOJ0202,São Paulo,Restaurante,1,"82,17",concluido
PED053279,2025-06-10,CLI04972,LOJ0403,Campinas,Restaurante,1,73.43,concluido
PED053280,2025-06-20,CLI14776,LOJ0406,Campinas,Restaurante,7,67.67,concluido
PED053281,09/06/2025,CLI06560,LOJ0392,São Paulo,Farmácia,2,77.62,concluido
PED053282,2025-06-17,CLI11349,LOJ0216,Santos,Mercado,4,91.72,concluido
PED053283,2025-06-02,CLI15913,LOJ0248,Santos,Restaurante,2,98.78,concluido
PED053284,2025-06-25,CLI02425,LOJ0437,Campinas,Restaurante,4,67.12,concluido
PED053285,2025-06-12,CLI10362,LOJ0263,Sorocaba,Mercado,2,"R$ 84,93",concluido
PED053286,2025-06-02,CLI16251,LOJ0339,Campinas,Restaurante,3,63.83,concluido
PED053287,22/06/2025,CLI17344,LOJ0030,Campinas,Restaurante,4,85.35,concluido
PED053288,2025-06-22,CLI04144,LOJ0028,São Paulo,Restaurante,5,50.86,concluido
PED053289,2025-06-04,CLI13817,LOJ0392,Santos,Restaurante,5,74.36,concluido
PED053290,2025-06-10,CLI01723,LOJ0427,Sorocaba,Restaurante,2,148.32,concluido
PED053291,2025-06-07,CLI04230,LOJ0066,Campinas,Mercado,2,115.43,concluido
PED053292,2025-06-24,CLI11917,LOJ0412,Campinas,Farmácia,4,"58,74",concluido
PED053293,30/06/2025,CLI16892,LOJ0045,Santos,Restaurante,3,65.71,concluido
PED053294,2025-06-10,CLI05291,LOJ0337,São Paulo,Restaurante,2,51.20,concluido
PED053295,2025-06-28,CLI13478,LOJ0189,Santos,Mercado,4,75.27,concluido
PED053296,2025-06-05,CLI02769,LOJ0195,CAMPINAS,Restaurante,1,"R$ 37,03",concluido
PED053297,2025-06-23,CLI17517,LOJ0239,São Paulo,Restaurante,4,48.29,concluido
PED053298,2025-06-03,CLI08965,LOJ0448,São Paulo,Mercado,5,65.77,concluido
PED053299,04/06/2025,CLI08290,LOJ0435,São Paulo,Mercado,3,"107,08",concluido
PED053300,2025-06-01,CLI14291,LOJ0268,São Paulo,Pet shop,4,42.97,concluido
PED053301,2025-06-13,CLI11480,LOJ0151,São Paulo,Pet shop,6,104.24,concluido
PED053302,2025-06-12,CLI05037,LOJ0323,São Paulo,Restaurante,7,26.30,concluido
PED053303,2025-06-29,CLI13504,LOJ0141,Campinas,Restaurante,4,67.22,concluido
PED053304,2025-06-12,CLI00355,LOJ0123,São Paulo,Restaurante,1,56.06,concluido
PED053305,09/06/2025,CLI05187,LOJ0018,Sorocaba,Restaurante,6,78.45,concluido
PED053306,2025-06-05,CLI17044,LOJ0276,São Paulo,Restaurante,1,"118,29",concluido
PED053307,2025-06-14,CLI08558,LOJ0229,Sorocaba,Restaurante,3,"R$ 135,98",concluido
PED053308,2025-06-27,CLI07338,LOJ0212,Campinas,Farmácia,1,86.68,concluido
PED053309,2025-06-25,CLI15098,LOJ0210,São Paulo,Restaurante,1,118.16,concluido
PED053310,2025-06-29,CLI14565,LOJ0273,São Paulo,Restaurante,3,55.60,concluido
PED053311,20/06/2025,CLI07241,LOJ0216,Campinas,Restaurante,7,91.60,concluido
PED053312,2025-06-07,CLI06780,LOJ0061,São Paulo,Restaurante,2,79.50,concluido
PED053313,2025-06-10,CLI09421,LOJ0269,Campinas,Mercado,1,"77,56",concluido
PED053314,2025-06-19,CLI07276,LOJ0319,Campinas,Restaurante,4,38.00,concluido
PED053315,2025-06-10,CLI10911,LOJ0384,CAMPINAS,Restaurante,2,36.03,concluido
PED053316,2025-06-05,CLI07827,LOJ0168,Sorocaba,Restaurante,1,49.76,concluido
PED053317,10/06/2025,CLI17364,LOJ0378,Campinas,Restaurante,4,47.50,concluido
PED053318,2025-06-17,CLI08832,LOJ0116,Campinas,Restaurante,5,"R$ 96,06",concluido
PED053319,2025-06-03,CLI00591,LOJ0302,Santos,Restaurante,2,205.53,concluido
PED053320,2025-06-25,CLI03901,LOJ0377,Santos,Restaurante,4,"56,93",concluido
PED053321,2025-06-08,CLI02384,LOJ0240,Campinas,Restaurante,7,38.46,concluido
PED053322,2025-06-28,CLI10851,LOJ0189,Campinas,Mercado,5,46.33,concluido
PED053323,20/06/2025,CLI07487,LOJ0332,Sorocaba,Pet shop,6,59.95,concluido
PED053324,2025-06-22,CLI08973,LOJ0308,Campinas,Restaurante,4,38.39,concluido
PED053325,2025-06-06,CLI05689,LOJ0119,São Paulo,Pet shop,2,86.83,concluido
PED053326,2025-06-02,CLI09127,LOJ0379,Santos,Restaurante,2,44.32,concluido
PED053327,2025-06-11,CLI16661,LOJ0384,Campinas,Restaurante,4,"55,71",concluido
PED053328,2025-06-08,CLI04031,LOJ0046,São Paulo,Mercado,2,46.03,concluido
PED053329,29/06/2025,CLI12571,LOJ0012,Campinas,Restaurante,3,"R$ 66,32",concluido
PED053330,2025-06-05,CLI08702,LOJ0358,São Paulo,Mercado,5,90.29,concluido
PED053331,2025-06-18,CLI04710,LOJ0366,Sorocaba,Restaurante,6,86.01,concluido
PED053332,2025-06-20,CLI06940,LOJ0184,Sorocaba,Pet shop,5,122.52,concluido
PED053333,2025-06-16,CLI13427,LOJ0309,São Paulo,Restaurante,2,190.62,concluido
PED053334,2025-06-10,CLI14374,LOJ0385,SÃO PAULO,Mercado,5,"117,56",concluido
PED053335,02/06/2025,CLI05545,LOJ0338,Santos,Restaurante,7,75.60,concluido
PED053336,2025-06-21,CLI07711,LOJ0370,Santos,Restaurante,2,31.27,concluido
PED053337,2025-06-26,CLI06736,LOJ0081,São Paulo,Mercado,6,42.65,concluido
PED053338,2025-06-26,CLI06244,LOJ0139,Campinas,Restaurante,4,39.64,concluido
PED053339,2025-06-13,CLI12222,LOJ0285,São Paulo,Restaurante,6,98.59,concluido
PED053340,2025-06-25,CLI16890,LOJ0437,Sorocaba,Restaurante,4,"R$ 75,65",concluido
PED053341,25/06/2025,CLI15871,LOJ0225,São Paulo,Restaurante,3,"109,19",concluido
PED053342,2025-06-04,CLI14446,LOJ0334,Santos,Restaurante,3,72.46,concluido
PED053343,2025-06-27,CLI17252,LOJ0139,São Paulo,Restaurante,4,75.56,concluido
PED053344,2025-06-11,CLI09038,LOJ0272,Campinas,Mercado,4,42.16,concluido
PED053345,2025-06-22,CLI15879,LOJ0116,São Paulo,Restaurante,1,100.47,concluido
PED053346,2025-06-09,CLI05202,LOJ0143,Campinas,Restaurante,6,111.92,concluido
PED053347,10/06/2025,CLI07795,LOJ0108,Sorocaba,Mercado,4,73.62,concluido
PED053348,2025-06-25,CLI04776,LOJ0136,São Paulo,Restaurante,3,"92,51",concluido
PED053349,2025-06-27,CLI07722,LOJ0074,Sorocaba,Restaurante,5,161.24,concluido
PED053350,2025-06-08,CLI04891,LOJ0106,Santos,Pet shop,4,53.06,concluido
PED053351,2025-06-21,CLI00092,LOJ0114,Campinas,Mercado,5,"R$ 54,90",concluido
PED053352,2025-06-05,CLI11952,LOJ0100,Sorocaba,Restaurante,3,67.12,concluido
PED053353,13/06/2025,CLI10279,LOJ0364,SÃO PAULO,Restaurante,4,73.36,concluido
PED053354,2025-06-22,CLI03294,LOJ0293,Campinas,Restaurante,4,29.53,concluido
PED053355,2025-06-27,CLI12851,LOJ0063,Sorocaba,Restaurante,4,"40,02",concluido
PED053356,2025-06-30,CLI15044,LOJ0041,Santos,Restaurante,5,59.99,concluido
PED053357,2025-06-28,CLI01278,LOJ0335,Campinas,Restaurante,3,77.51,concluido
PED053358,2025-06-27,CLI16242,LOJ0151,São Paulo,Restaurante,6,74.32,concluido
PED053359,27/06/2025,CLI09443,LOJ0368,Campinas,Restaurante,4,51.10,concluido
PED053360,2025-06-16,CLI13564,LOJ0201,Campinas,Restaurante,3,81.17,concluido
PED053361,2025-06-24,CLI07964,LOJ0133,Campinas,Restaurante,7,86.37,concluido
PED053362,2025-06-25,CLI14982,LOJ0051,Sorocaba,Restaurante,5,"R$ 111,62",concluido
PED053363,2025-06-01,CLI05600,LOJ0155,São Paulo,Restaurante,4,78.19,concluido
PED053364,2025-06-16,CLI03259,LOJ0345,Sorocaba,Restaurante,7,105.43,concluido
PED053365,13/06/2025,CLI03743,LOJ0297,São Paulo,Restaurante,5,32.29,concluido
PED053366,2025-06-01,CLI10124,LOJ0340,São Paulo,Farmácia,2,150.21,concluido
PED053367,2025-06-11,CLI15247,LOJ0320,Campinas,Restaurante,5,59.87,concluido
PED053368,2025-06-05,CLI08099,LOJ0440,São Paulo,Restaurante,3,134.44,concluido
PED053369,2025-06-15,CLI01504,LOJ0172,Campinas,Restaurante,6,"50,39",concluido
PED053370,2025-06-10,CLI15698,LOJ0437,São Paulo,Restaurante,1,61.72,concluido
PED053371,14/06/2025,CLI07586,LOJ0207,Santos,Restaurante,6,89.78,concluido
PED053372,2025-06-14,CLI08239,LOJ0029,CAMPINAS,Restaurante,6,66.79,concluido
PED053373,2025-06-09,CLI17871,LOJ0237,Campinas,Restaurante,4,"R$ 73,14",concluido
PED053374,2025-06-10,CLI09662,LOJ0227,São Paulo,Mercado,1,76.07,concluido
PED053375,2025-06-06,CLI17354,LOJ0310,Santos,Restaurante,7,194.83,concluido
PED053376,2025-06-22,CLI17279,LOJ0081,São Paulo,Restaurante,7,"75,47",concluido
PED053377,23/06/2025,CLI01164,LOJ0224,São Paulo,Mercado,2,78.51,concluido
PED053378,2025-06-11,CLI03112,LOJ0331,São Paulo,Farmácia,6,101.22,concluido
PED053379,2025-06-24,CLI12020,LOJ0353,Campinas,Restaurante,2,113.28,concluido
PED053380,2025-06-19,CLI05600,LOJ0044,Campinas,Mercado,1,47.57,concluido
PED053381,2025-06-21,CLI04294,LOJ0332,Campinas,Restaurante,2,74.89,concluido
PED053382,2025-06-17,CLI07528,LOJ0373,Campinas,Mercado,7,88.27,concluido
PED053383,15/06/2025,CLI13929,LOJ0183,Campinas,Restaurante,2,"68,98",concluido
PED053384,2025-06-01,CLI13740,LOJ0217,Sorocaba,Farmácia,2,"R$ 145,95",concluido
PED053385,2025-06-24,CLI09774,LOJ0001,Sorocaba,Pet shop,1,61.09,concluido
PED053386,2025-06-26,CLI13617,LOJ0194,São Paulo,Restaurante,2,51.31,concluido
PED053387,2025-06-21,CLI00847,LOJ0260,Santos,Restaurante,4,48.13,concluido
PED053388,2025-06-26,CLI01855,LOJ0423,Campinas,Restaurante,2,144.43,concluido
PED053389,14/06/2025,CLI05085,LOJ0376,Santos,Restaurante,7,114.70,concluido
PED053390,2025-06-19,CLI08225,LOJ0223,Sorocaba,Restaurante,6,"67,62",concluido
PED053391,2025-06-02,CLI14969,LOJ0444,SÃO PAULO,Restaurante,7,65.04,concluido
PED053392,2025-06-19,CLI01707,LOJ0097,Sorocaba,Restaurante,6,74.73,concluido
PED053393,2025-06-07,CLI16366,LOJ0284,Sorocaba,Restaurante,3,64.94,concluido
PED053394,2025-06-17,CLI16788,LOJ0166,São Paulo,Restaurante,7,75.19,concluido
PED053395,05/06/2025,CLI02758,LOJ0087,Campinas,Restaurante,1,"R$ 105,43",concluido
PED053396,2025-06-14,CLI08023,LOJ0169,São Paulo,Restaurante,2,140.22,concluido
PED053397,2025-06-04,CLI05745,LOJ0010,Sorocaba,Pet shop,7,"104,81",concluido
PED053398,2025-06-10,CLI17411,LOJ0408,Sorocaba,Restaurante,1,194.21,concluido
PED053399,2025-06-13,CLI17924,LOJ0412,Campinas,Restaurante,5,39.26,concluido
PED053400,2025-06-09,CLI04995,LOJ0299,Campinas,Restaurante,6,30.94,concluido
PED053401,30/06/2025,CLI13859,LOJ0435,Santos,Restaurante,5,87.96,concluido
PED053402,2025-06-02,CLI02973,LOJ0170,Sorocaba,Mercado,2,59.61,concluido
PED053403,2025-06-11,CLI06849,LOJ0336,Campinas,Mercado,6,83.50,concluido
PED053404,2025-06-03,CLI05199,LOJ0113,Campinas,Restaurante,1,"38,75",concluido
PED053405,2025-06-27,CLI08967,LOJ0146,Campinas,Farmácia,5,68.72,concluido
PED053406,2025-06-18,CLI06715,LOJ0186,Campinas,Restaurante,4,"R$ 128,19",concluido
PED053407,24/06/2025,CLI05225,LOJ0090,Sorocaba,Farmácia,1,34.93,concluido
PED053408,2025-06-23,CLI15501,LOJ0153,São Paulo,Restaurante,5,60.65,concluido
PED053409,2025-06-13,CLI05453,LOJ0365,Campinas,Farmácia,1,59.46,concluido
PED053410,2025-06-21,CLI00727,LOJ0297,CAMPINAS,Restaurante,7,92.08,concluido
PED053411,2025-06-21,CLI14610,LOJ0223,São Paulo,Restaurante,1,"66,51",concluido
PED053412,2025-06-09,CLI01022,LOJ0425,São Paulo,Mercado,2,58.78,concluido
PED053413,22/06/2025,CLI10060,LOJ0164,Santos,Mercado,3,80.36,concluido
PED053414,2025-06-03,CLI16577,LOJ0214,Campinas,Restaurante,5,43.89,concluido
PED053415,2025-06-11,CLI11127,LOJ0128,São Paulo,Restaurante,6,58.34,concluido
PED053416,2025-06-23,CLI07910,LOJ0029,São Paulo,Restaurante,2,67.83,concluido
PED053417,2025-06-01,CLI05155,LOJ0378,São Paulo,Restaurante,4,"R$ 100,92",concluido
PED053418,2025-06-04,CLI00258,LOJ0028,São Paulo,Restaurante,2,"56,04",concluido
PED053419,20/06/2025,CLI14060,LOJ0293,Campinas,Restaurante,2,114.06,concluido
PED053420,2025-06-27,CLI12622,LOJ0435,Santos,Mercado,1,143.28,concluido
PED053421,2025-06-18,CLI08027,LOJ0063,Santos,Restaurante,4,109.03,concluido
PED053422,2025-06-18,CLI06716,LOJ0106,Campinas,Restaurante,3,56.36,concluido
PED053423,2025-06-27,CLI07452,LOJ0089,São Paulo,Restaurante,5,29.26,concluido
PED053424,2025-06-17,CLI16577,LOJ0276,Santos,Restaurante,5,48.77,concluido
PED053425,30/06/2025,CLI00089,LOJ0112,São Paulo,Restaurante,6,"56,11",concluido
PED053426,2025-06-07,CLI10319,LOJ0450,Campinas,Mercado,1,46.82,concluido
PED053427,2025-06-01,CLI07142,LOJ0326,Santos,Restaurante,6,63.87,concluido
PED053428,2025-06-14,CLI06830,LOJ0249,Sorocaba,Restaurante,2,"R$ 101,20",concluido
PED053429,2025-06-27,CLI12204,LOJ0321,SÃO PAULO,Restaurante,6,49.70,concluido
PED053430,2025-06-14,CLI00424,LOJ0024,Campinas,Mercado,6,40.01,concluido
PED053431,26/06/2025,CLI11592,LOJ0414,Campinas,Restaurante,7,93.33,concluido
PED053432,2025-06-02,CLI17328,LOJ0228,Campinas,Restaurante,6,"93,33",concluido
PED053433,2025-06-11,CLI08609,LOJ0260,São Paulo,Restaurante,4,104.11,concluido
PED053434,2025-06-11,CLI11246,LOJ0295,São Paulo,Restaurante,2,46.90,concluido
PED053435,2025-06-19,CLI07023,LOJ0155,São Paulo,Farmácia,3,87.41,concluido
PED053436,2025-06-18,CLI09321,LOJ0440,Campinas,Restaurante,7,46.82,concluido
PED053437,10/06/2025,CLI01208,LOJ0065,São Paulo,Mercado,1,91.38,concluido
PED053438,2025-06-09,CLI02051,LOJ0380,Sorocaba,Restaurante,5,55.01,concluido
PED053439,2025-06-24,CLI11936,LOJ0316,São Paulo,Farmácia,3,"R$ 89,27",concluido
PED053440,2025-06-13,CLI16090,LOJ0266,Sorocaba,Restaurante,5,36.32,concluido
PED053441,2025-06-28,CLI13936,LOJ0433,Campinas,Restaurante,3,61.54,concluido
PED053442,2025-06-12,CLI09231,LOJ0254,São Paulo,Farmácia,5,39.42,concluido
PED053443,13/06/2025,CLI04262,LOJ0428,São Paulo,Restaurante,4,31.09,concluido
PED053444,2025-06-13,CLI09313,LOJ0121,São Paulo,Restaurante,7,94.04,concluido
PED053445,2025-06-18,CLI11260,LOJ0245,Santos,Restaurante,4,122.24,concluido
PED053446,2025-06-19,CLI03811,LOJ0119,Santos,Restaurante,5,"53,06",concluido
PED053447,2025-06-02,CLI16995,LOJ0060,Sorocaba,Restaurante,2,44.14,concluido
PED053448,2025-06-29,CLI12138,LOJ0336,CAMPINAS,Mercado,4,79.54,concluido
PED053449,22/06/2025,CLI17602,LOJ0106,Sorocaba,Restaurante,5,51.46,concluido
PED053450,2025-06-12,CLI00714,LOJ0444,Campinas,Mercado,3,"R$ 78,25",concluido
PED053451,2025-06-03,CLI05604,LOJ0178,São Paulo,Restaurante,4,85.10,concluido
PED053452,2025-06-16,CLI05263,LOJ0125,Campinas,Mercado,7,75.87,concluido
PED053453,2025-06-16,CLI02664,LOJ0100,Campinas,Restaurante,1,"173,10",concluido
PED053454,2025-06-18,CLI07112,LOJ0112,Campinas,Mercado,7,65.87,concluido
PED053455,09/06/2025,CLI02261,LOJ0118,Campinas,Mercado,2,133.47,concluido
PED053456,2025-06-03,CLI14104,LOJ0437,Sorocaba,Mercado,5,41.56,concluido
PED053457,2025-06-23,CLI07185,LOJ0324,São Paulo,Restaurante,3,72.98,concluido
PED053458,2025-06-16,CLI17323,LOJ0325,Sorocaba,Restaurante,3,53.22,concluido
PED053459,2025-06-28,CLI01822,LOJ0275,São Paulo,Restaurante,5,61.39,concluido
PED053460,2025-06-20,CLI10674,LOJ0301,São Paulo,Mercado,2,"57,78",concluido
PED053461,30/06/2025,CLI00239,LOJ0172,Campinas,Farmácia,5,"R$ 81,38",concluido
PED053462,2025-06-23,CLI01989,LOJ0372,Campinas,Restaurante,7,117.20,concluido
PED053463,2025-06-13,CLI09503,LOJ0251,Sorocaba,Restaurante,7,150.52,concluido
PED053464,2025-06-06,CLI13671,LOJ0034,São Paulo,Restaurante,2,52.32,concluido
PED053465,2025-06-19,CLI03246,LOJ0164,Sorocaba,Restaurante,6,73.84,concluido
PED053466,2025-06-27,CLI13008,LOJ0445,São Paulo,Mercado,6,34.26,concluido
PED053467,24/06/2025,CLI08428,LOJ0203,SÃO PAULO,Restaurante,3,"63,30",concluido
PED053468,2025-06-11,CLI05470,LOJ0158,Campinas,Restaurante,4,56.85,concluido
PED053469,2025-06-02,CLI12747,LOJ0278,Campinas,Pet shop,6,54.71,concluido
PED053470,2025-06-22,CLI15266,LOJ0156,São Paulo,Restaurante,4,39.52,concluido
PED053471,2025-06-05,CLI15642,LOJ0095,Santos,Restaurante,4,41.32,concluido
PED053472,2025-06-15,CLI17404,LOJ0434,São Paulo,Mercado,4,"R$ 77,95",concluido
PED053473,12/06/2025,CLI05581,LOJ0132,Campinas,Restaurante,5,93.65,concluido
PED053474,2025-06-08,CLI16162,LOJ0238,Sorocaba,Restaurante,3,"85,92",concluido
PED053475,2025-06-20,CLI02700,LOJ0179,Campinas,Restaurante,4,79.09,concluido
PED053476,2025-06-01,CLI01597,LOJ0167,São Paulo,Restaurante,2,67.69,concluido
PED053477,2025-06-08,CLI03999,LOJ0214,Campinas,Farmácia,6,66.80,concluido
PED053478,2025-06-05,CLI12991,LOJ0143,Sorocaba,Farmácia,1,59.68,concluido
PED053479,02/06/2025,CLI08552,LOJ0183,Campinas,Restaurante,1,58.82,concluido
PED053480,2025-06-21,CLI06604,LOJ0165,São Paulo,Restaurante,6,39.42,concluido
PED053481,2025-06-18,CLI03468,LOJ0317,Santos,Farmácia,6,"113,85",concluido
PED053482,2025-06-06,CLI12830,LOJ0260,São Paulo,Restaurante,7,39.36,concluido
PED053483,2025-06-13,CLI00391,LOJ0426,Campinas,Restaurante,6,"R$ 139,97",concluido
PED053484,2025-06-29,CLI05444,LOJ0328,Santos,Mercado,6,118.59,concluido
PED053485,22/06/2025,CLI01849,LOJ0410,Sorocaba,Restaurante,4,65.70,concluido
PED053486,2025-06-14,CLI16166,LOJ0350,CAMPINAS,Restaurante,6,95.85,concluido
PED053487,2025-06-25,CLI17291,LOJ0186,São Paulo,Mercado,4,54.24,concluido
PED053488,2025-06-07,CLI13520,LOJ0004,Santos,Restaurante,3,"84,75",concluido
PED053489,2025-06-04,CLI06502,LOJ0337,Campinas,Mercado,5,109.51,concluido
PED053490,2025-06-17,CLI10028,LOJ0355,Santos,Mercado,5,93.93,concluido
PED053491,08/06/2025,CLI11633,LOJ0029,Campinas,Restaurante,4,91.59,concluido
PED053492,2025-06-14,CLI09815,LOJ0376,Santos,Restaurante,6,50.24,concluido
PED053493,2025-06-11,CLI11572,LOJ0255,Campinas,Restaurante,2,44.84,concluido
PED053494,2025-06-10,CLI14578,LOJ0249,São Paulo,Restaurante,6,"R$ 30,83",concluido
PED053495,2025-06-25,CLI07773,LOJ0280,Sorocaba,Pet shop,7,"56,72",concluido
PED053496,2025-06-16,CLI17863,LOJ0020,Campinas,Restaurante,6,85.06,concluido
PED053497,22/06/2025,CLI15298,LOJ0288,São Paulo,Restaurante,6,136.12,concluido
PED053498,2025-06-05,CLI17169,LOJ0016,Campinas,Mercado,2,87.22,concluido
PED053499,2025-06-27,CLI09307,LOJ0115,Campinas,Restaurante,4,64.83,concluido
